Name;SI;Handles;VM;WS;PM;NPM;Path;Company;CPU;FileVersion;ProductVersion;Description;Product;__NounName;BasePriority;ExitCode;HasExited;ExitTime;Handle;SafeHandle;HandleCount;Id;MachineName;MainWindowHandle;MainWindowTitle;MainModule;MaxWorkingSet;MinWorkingSet;Modules;NonpagedSystemMemorySize;NonpagedSystemMemorySize64;PagedMemorySize;PagedMemorySize64;PagedSystemMemorySize;PagedSystemMemorySize64;PeakPagedMemorySize;PeakPagedMemorySize64;PeakWorkingSet;PeakWorkingSet64;PeakVirtualMemorySize;PeakVirtualMemorySize64;PriorityBoostEnabled;PriorityClass;PrivateMemorySize;PrivateMemorySize64;PrivilegedProcessorTime;ProcessName;ProcessorAffinity;Responding;SessionId;StartInfo;StartTime;SynchronizingObject;Threads;TotalProcessorTime;UserProcessorTime;VirtualMemorySize;VirtualMemorySize64;EnableRaisingEvents;StandardInput;StandardOutput;StandardError;WorkingSet;WorkingSet64;Site;Container
ApMsgFwd;3;136;95526912;1191936;2891776;11880;;;99,71875;;;;;Process;8;;;;;;136;10528;.;0;;;;;;11880;11880;2891776;2891776;180592;180592;5754880;5754880;10698752;10698752;105107456;105107456;;;2891776;2891776;00:01:11.3593750;ApMsgFwd;;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:01:39.7187500;00:00:28.3593750;95526912;95526912;False;;;;1191936;1191936;;
ApntEx;3;135;99045376;1847296;3149824;12832;C:\Program Files\DellTPad\Apntex.exe;Alps Electric Co., Ltd.;9,1875;8, 1, 0, 34;8, 1, 0, 34;Alps Pointing-device Driver for Windows;Alps Pointing-device Driver for Windows;Process;8;;False;;3004;Microsoft.Win32.SafeHandles.SafeProcessHandle;135;7036;.;0;;System.Diagnostics.ProcessModule (Apntex.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;12832;12832;3149824;3149824;187080;187080;6008832;6008832;10641408;10641408;111808512;111808512;True;Normal;3149824;3149824;00:00:06.8281250;ApntEx;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:09.1875000;00:00:02.3593750;99045376;99045376;False;;;;1847296;1847296;;
Apoint;3;299;144056320;4337664;5758976;22280;C:\Program Files\DellTPad\Apoint.exe;Alps Electric Co., Ltd.;27,71875;10, 1, 101, 209;10, 1, 101, 209;Alps Pointing-device Driver;Alps Pointing-device Driver;Process;8;;False;;3484;Microsoft.Win32.SafeHandles.SafeProcessHandle;299;6792;.;0;;System.Diagnostics.ProcessModule (Apoint.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;22280;22280;5758976;5758976;283576;283576;8564736;8564736;23310336;23310336;210718720;210718720;True;Normal;5758976;5758976;00:00:22.5468750;Apoint;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:30;;System.Diagnostics.ProcessThreadCollection;00:00:27.7187500;00:00:05.1718750;144056320;144056320;False;;;;4337664;4337664;;
ApplicationFrameHost;3;647;2,19921E+12;15163392;24838144;33848;C:\Windows\system32\ApplicationFrameHost.exe;Microsoft Corporation;6,625;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Application Frame Host;Microsoft? Windows? Operating System;Process;8;;False;;3932;Microsoft.Win32.SafeHandles.SafeProcessHandle;647;10500;.;3737694;Ianis @ Bureau ?- OneNote;System.Diagnostics.ProcessModule (ApplicationFrameHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;33848;33848;24838144;24838144;396928;396928;30257152;30257152;36052992;36052992;198017024;2,19922E+12;True;Normal;24838144;24838144;00:00:04.3125000;ApplicationFrameHost;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 14:59;;System.Diagnostics.ProcessThreadCollection;00:00:06.6250000;00:00:02.3125000;189726720;2,19921E+12;False;;;;15163392;15163392;;
armsvc;0;139;61280256;917504;1572864;9632;;;;;;;;Process;8;;;;;;139;2532;.;0;;;;;;9632;9632;1572864;1572864;116576;116576;3784704;3784704;8142848;8142848;72196096;72196096;;;1572864;1572864;;armsvc;;True;0;System.Diagnostics.ProcessStartInfo;;;System.Diagnostics.ProcessThreadCollection;;;61280256;61280256;False;;;;917504;917504;;
audiodg;0;159;2,19907E+12;11051008;6721536;10384;;;2,3125;;;;;Process;8;;;;;;159;10184;.;0;;;;;;10384;10384;6721536;6721536;83504;83504;8015872;8015872;12984320;12984320;50667520;2,19907E+12;;;6721536;6721536;00:00:01.7656250;audiodg;;True;0;System.Diagnostics.ProcessStartInfo;02/05/2017 10:53;;System.Diagnostics.ProcessThreadCollection;00:00:02.3125000;00:00:00.5468750;48726016;2,19907E+12;False;;;;11051008;11051008;;
backgroundTaskHost;3;420;2,19916E+12;13221888;6758400;23304;C:\Windows\system32\backgroundTaskHost.exe;Microsoft Corporation;0,234375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Background Task Host;Microsoft? Windows? Operating System;Process;8;;False;;3080;Microsoft.Win32.SafeHandles.SafeProcessHandle;420;5916;.;0;;System.Diagnostics.ProcessModule (backgroundTaskHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;23304;23304;6758400;6758400;266808;266808;6815744;6815744;24805376;24805376;138510336;2,19916E+12;True;Normal;6758400;6758400;00:00:00.1406250;backgroundTaskHost;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:10;;System.Diagnostics.ProcessThreadCollection;00:00:00.2343750;00:00:00.0937500;138510336;2,19916E+12;False;;;;13221888;13221888;;
backgroundTaskHost;3;568;2,19973E+12;24666112;17002496;43912;C:\Windows\system32\backgroundTaskHost.exe;Microsoft Corporation;0,484375;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Background Task Host;Microsoft? Windows? Operating System;Process;8;;False;;4008;Microsoft.Win32.SafeHandles.SafeProcessHandle;568;13652;.;0;;System.Diagnostics.ProcessModule (backgroundTaskHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;43912;43912;17002496;17002496;436432;436432;21704704;21704704;52879360;52879360;708694016;2,19973E+12;True;Normal;17002496;17002496;00:00:00.2187500;backgroundTaskHost;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:10;;System.Diagnostics.ProcessThreadCollection;00:00:00.4843750;00:00:00.2656250;708395008;2,19973E+12;False;;;;24666112;24666112;;
backgroundTaskHost;3;503;2,19962E+12;21876736;22544384;42216;C:\Windows\system32\backgroundTaskHost.exe;Microsoft Corporation;0,703125;10.0.14393.0 (rs1_release.160715-1616);10.0.14393.0;Background Task Host;Microsoft? Windows? Operating System;Process;8;;False;;4068;Microsoft.Win32.SafeHandles.SafeProcessHandle;503;16252;.;0;;System.Diagnostics.ProcessModule (backgroundTaskHost.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;42216;42216;22544384;22544384;358936;358936;22810624;22810624;51867648;51867648;601587712;2,19962E+12;True;Normal;22544384;22544384;00:00:00.2500000;backgroundTaskHost;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:10;;System.Diagnostics.ProcessThreadCollection;00:00:00.7031250;00:00:00.4531250;601587712;2,19962E+12;False;;;;21876736;21876736;;
Calculator;3;410;306929664;446464;13352960;23152;C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1703.601.0_x64__8wekyb3d8bbwe\Calculator.exe;Microsoft Corporation;0,1875;10.1703.1703.01001;10.1703.170301001;Calculator.exe;Microsoft Calculator;Process;8;;False;;4116;Microsoft.Win32.SafeHandles.SafeProcessHandle;410;10400;.;134466;Calculatrice;System.Diagnostics.ProcessModule (Calculator.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;23152;23152;13352960;13352960;447096;447096;14905344;14905344;46170112;46170112;310075392;310075392;True;Normal;13352960;13352960;00:00:00.0937500;Calculator;15;False;3;System.Diagnostics.ProcessStartInfo;26/04/2017 17:46;;System.Diagnostics.ProcessThreadCollection;00:00:00.1875000;00:00:00.0937500;306929664;306929664;False;;;;446464;446464;;
CefSharp.BrowserSubprocess;3;416;2860019712;57044992;220889088;56568;C:\Program Files\Microsoft Power BI Desktop\bin\CefSharp.BrowserSubprocess.exe;The CefSharp Authors;3857,453125;47.0.0.101;47.0.0.101;CefSharp.BrowserSubprocess;CefSharp;Process;8;;False;;3456;Microsoft.Win32.SafeHandles.SafeProcessHandle;416;612;.;0;;System.Diagnostics.ProcessModule (CefSharp.BrowserSubprocess.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;56568;56568;220889088;220889088;852240;852240;259428352;259428352;276152320;276152320;-1408393216;2886574080;True;Normal;220889088;220889088;00:00:34.1875000;CefSharp.BrowserSubprocess;15;True;3;System.Diagnostics.ProcessStartInfo;30/04/2017 16:25;;System.Diagnostics.ProcessThreadCollection;01:04:17.4687500;01:03:43.2812500;-1434947584;2860019712;False;;;;57044992;57044992;;
CefSharp.BrowserSubprocess;3;334;1497452544;9519104;131567616;45144;C:\Program Files\Microsoft Power BI Desktop\bin\CefSharp.BrowserSubprocess.exe;The CefSharp Authors;5,03125;47.0.0.101;47.0.0.101;CefSharp.BrowserSubprocess;CefSharp;Process;8;;False;;2608;Microsoft.Win32.SafeHandles.SafeProcessHandle;334;4684;.;0;;System.Diagnostics.ProcessModule (CefSharp.BrowserSubprocess.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;45144;45144;131567616;131567616;643096;643096;191348736;191348736;192081920;192081920;1561235456;1561235456;True;Normal;131567616;131567616;00:00:00.3281250;CefSharp.BrowserSubprocess;15;True;3;System.Diagnostics.ProcessStartInfo;30/04/2017 16:25;;System.Diagnostics.ProcessThreadCollection;00:00:05.0312500;00:00:04.7031250;1497452544;1497452544;False;;;;9519104;9519104;;
CefSharp.BrowserSubprocess;3;346;895782912;34549760;82116608;40688;C:\Program Files\Microsoft Power BI Desktop\bin\CefSharp.BrowserSubprocess.exe;The CefSharp Authors;1,8125;47.0.0.101;47.0.0.101;CefSharp.BrowserSubprocess;CefSharp;Process;8;;False;;3708;Microsoft.Win32.SafeHandles.SafeProcessHandle;346;15984;.;0;;System.Diagnostics.ProcessModule (CefSharp.BrowserSubprocess.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;40688;40688;82116608;82116608;639056;639056;99155968;99155968;125050880;125050880;911196160;911196160;True;Normal;82116608;82116608;00:00:00.5156250;CefSharp.BrowserSubprocess;15;True;3;System.Diagnostics.ProcessStartInfo;30/04/2017 16:25;;System.Diagnostics.ProcessThreadCollection;00:00:01.8125000;00:00:01.2968750;895782912;895782912;False;;;;34549760;34549760;;
chrome;3;368;2,19991E+12;50200576;111034368;49208;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;52,875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;2176;Microsoft.Win32.SafeHandles.SafeProcessHandle;368;584;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;49208;49208;111034368;111034368;377432;377432;127901696;127901696;117506048;117506048;892723200;2,19992E+12;True;Normal;111034368;111034368;00:00:06.4062500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:00:52.8750000;00:00:46.4687500;883290112;2,19991E+12;False;;;;50200576;50200576;;
chrome;3;401;2,20031E+12;49147904;166621184;63080;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;2086,234375;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;2424;Microsoft.Win32.SafeHandles.SafeProcessHandle;401;1160;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;63080;63080;166621184;166621184;707952;707952;474652672;474652672;715079680;715079680;1952206848;2,20098E+12;True;Idle;166621184;166621184;00:02:35.9531250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:34:46.2343750;00:32:10.2812500;1282109440;2,20031E+12;False;;;;49147904;49147904;;
chrome;3;324;2,2E+12;90697728;114855936;44040;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;155,171875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4040;Microsoft.Win32.SafeHandles.SafeProcessHandle;324;1340;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;44040;44040;114855936;114855936;596688;596688;152231936;152231936;194662400;194662400;1028841472;2,20005E+12;True;Normal;114855936;114855936;00:00:06.1250000;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 09:27;;System.Diagnostics.ProcessThreadCollection;00:02:35.1718750;00:02:29.0468750;980496384;2,2E+12;False;;;;90697728;90697728;;
chrome;3;233;2,19982E+12;11317248;58953728;27992;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;34,96875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;2548;Microsoft.Win32.SafeHandles.SafeProcessHandle;233;1752;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;27992;27992;58953728;58953728;344904;344904;63348736;63348736;48914432;48914432;801296384;2,19982E+12;True;Normal;58953728;58953728;00:00:03.0156250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:00:34.9687500;00:00:31.9531250;800247808;2,19982E+12;False;;;;11317248;11317248;;
chrome;3;323;2,19984E+12;14950400;51552256;30712;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;6,296875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;2572;Microsoft.Win32.SafeHandles.SafeProcessHandle;323;2060;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;30712;30712;51552256;51552256;447288;447288;66084864;66084864;68419584;68419584;836624384;2,19986E+12;True;Idle;51552256;51552256;00:00:01.6718750;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:00:06.2968750;00:00:04.6250000;821485568;2,19984E+12;False;;;;14950400;14950400;;
chrome;3;375;2,2005E+12;10129408;98205696;43360;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;19,703125;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4128;Microsoft.Win32.SafeHandles.SafeProcessHandle;375;2340;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;43360;43360;98205696;98205696;563080;563080;109400064;109400064;102838272;102838272;1486110720;2,20051E+12;True;Normal;98205696;98205696;00:00:04.8750000;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:00:19.7031250;00:00:14.8281250;1480867840;2,2005E+12;False;;;;10129408;10129408;;
chrome;3;358;2,20051E+12;28684288;67854336;35744;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;2,90625;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;4160;Microsoft.Win32.SafeHandles.SafeProcessHandle;358;3804;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;35744;35744;67854336;67854336;635336;635336;95088640;95088640;98406400;98406400;1497481216;2,20052E+12;True;Idle;67854336;67854336;00:00:00.2656250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 08:48;;System.Diagnostics.ProcessThreadCollection;00:00:02.9062500;00:00:02.6406250;1486995456;2,20051E+12;False;;;;28684288;28684288;;
chrome;3;348;2,20002E+12;41926656;126971904;52336;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;238,375;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;4192;Microsoft.Win32.SafeHandles.SafeProcessHandle;348;4148;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;52336;52336;126971904;126971904;581664;581664;152272896;152272896;149319680;149319680;1013891072;2,20004E+12;True;Idle;126971904;126971904;00:00:27.3125000;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:03:58.3750000;00:03:31.0625000;996651008;2,20002E+12;False;;;;41926656;41926656;;
chrome;3;649;2,20372E+12;59518976;285663232;90144;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;157,78125;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;4228;Microsoft.Win32.SafeHandles.SafeProcessHandle;649;5312;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;90144;90144;285663232;285663232;1027744;1027744;624070656;624070656;629305344;629305344;715268096;2,20403E+12;True;Idle;285663232;285663232;00:00:14.2031250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;27/04/2017 10:17;;System.Diagnostics.ProcessThreadCollection;00:02:37.7812500;00:02:23.5781250;404705280;2,20372E+12;False;;;;59518976;59518976;;
chrome;3;403;2,20005E+12;43433984;130539520;51656;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;202,546875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;4260;Microsoft.Win32.SafeHandles.SafeProcessHandle;403;5852;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;51656;51656;130539520;130539520;591720;591720;239505408;239505408;262262784;262262784;1111724032;2,20013E+12;True;Idle;130539520;130539520;00:00:20.8437500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:03:22.5468750;00:03:01.7031250;1029652480;2,20005E+12;False;;;;43433984;43433984;;
chrome;3;233;2,19986E+12;16773120;80220160;34928;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;71,640625;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4292;Microsoft.Win32.SafeHandles.SafeProcessHandle;233;6556;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;34928;34928;80220160;80220160;349952;349952;84176896;84176896;65114112;65114112;836136960;2,19986E+12;True;Normal;80220160;80220160;00:00:06.1406250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:01:11.6406250;00:01:05.5000000;834039808;2,19986E+12;False;;;;16773120;16773120;;
chrome;3;345;2,19993E+12;23465984;69967872;34112;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;74;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;4316;Microsoft.Win32.SafeHandles.SafeProcessHandle;345;6688;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;34112;34112;69967872;69967872;510552;510552;83869696;83869696;85131264;85131264;939839488;2,19996E+12;True;Idle;69967872;69967872;00:00:05.1562500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:01:14;00:01:08.8437500;904994816;2,19993E+12;False;;;;23465984;23465984;;
chrome;3;528;2,20356E+12;26521600;256434176;80352;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;62,484375;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4348;Microsoft.Win32.SafeHandles.SafeProcessHandle;528;6692;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;80352;80352;256434176;256434176;734808;734808;348917760;348917760;287363072;287363072;271654912;2,20359E+12;True;Normal;256434176;256434176;00:00:06.8750000;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;27/04/2017 11:28;;System.Diagnostics.ProcessThreadCollection;00:01:02.4843750;00:00:55.6093750;242655232;2,20356E+12;False;;;;26521600;26521600;;
chrome;3;400;2,20021E+12;36470784;144777216;56280;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;191,3125;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;4380;Microsoft.Win32.SafeHandles.SafeProcessHandle;400;6700;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;56280;56280;144777216;144777216;554992;554992;405323776;405323776;576761856;576761856;1451978752;2,20048E+12;True;Idle;144777216;144777216;00:00:13.2656250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:03:11.3125000;00:02:58.0468750;1183608832;2,20021E+12;False;;;;36470784;36470784;;
chrome;3;367;2,20025E+12;291287040;275947520;76816;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;17,984375;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4120;Microsoft.Win32.SafeHandles.SafeProcessHandle;367;6880;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;76816;76816;275947520;275947520;731304;731304;342212608;342212608;388640768;388640768;1254416384;2,20028E+12;True;Normal;275947520;275947520;00:00:01.2187500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:06;;System.Diagnostics.ProcessThreadCollection;00:00:17.9843750;00:00:16.7656250;1224531968;2,20025E+12;False;;;;291287040;291287040;;
chrome;3;242;2,19981E+12;6307840;38715392;26632;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;2,328125;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;3116;Microsoft.Win32.SafeHandles.SafeProcessHandle;242;7316;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;26632;26632;38715392;38715392;444432;444432;54829056;54829056;49975296;49975296;790663168;2,19981E+12;True;Normal;38715392;38715392;00:00:00.8750000;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:40;;System.Diagnostics.ProcessThreadCollection;00:00:02.3281250;00:00:01.4531250;785420288;2,19981E+12;False;;;;6307840;6307840;;
chrome;3;233;2,19984E+12;14446592;37421056;26360;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;21,8125;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;3244;Microsoft.Win32.SafeHandles.SafeProcessHandle;233;7384;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;26360;26360;37421056;37421056;349952;349952;69943296;69943296;44007424;44007424;816271360;2,19984E+12;True;Normal;37421056;37421056;00:00:01.7656250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:00:21.8125000;00:00:20.0468750;813580288;2,19984E+12;False;;;;14446592;14446592;;
chrome;3;146;2,19912E+12;1179648;3571712;14464;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;3,9375;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4264;Microsoft.Win32.SafeHandles.SafeProcessHandle;146;7988;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;14464;14464;3571712;3571712;177504;177504;6426624;6426624;13950976;13950976;106606592;2,19913E+12;True;Normal;3571712;3571712;00:00:03.4687500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:00:03.9375000;00:00:00.4687500;98254848;2,19912E+12;False;;;;1179648;1179648;;
chrome;3;274;2,19982E+12;14823424;46673920;25680;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;7,71875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;4136;Microsoft.Win32.SafeHandles.SafeProcessHandle;274;7996;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;25680;25680;46673920;46673920;356976;356976;47611904;47611904;47415296;47415296;803024896;2,19983E+12;True;Normal;46673920;46673920;00:00:01.4375000;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:00:07.7187500;00:00:06.2812500;797515776;2,19982E+12;False;;;;14823424;14823424;;
chrome;3;356;2,19998E+12;102674432;80965632;43224;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;4,140625;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;3548;Microsoft.Win32.SafeHandles.SafeProcessHandle;356;8016;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;43224;43224;80965632;80965632;632392;632392;121593856;121593856;126128128;126128128;967507968;2,19999E+12;True;Normal;80965632;80965632;00:00:00.4531250;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;02/05/2017 11:07;;System.Diagnostics.ProcessThreadCollection;00:00:04.1406250;00:00:03.6875000;957808640;2,19998E+12;False;;;;102674432;102674432;;
chrome;3;338;2,20001E+12;25444352;128061440;41456;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;118,6875;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;4;;False;;3008;Microsoft.Win32.SafeHandles.SafeProcessHandle;338;8416;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;41456;41456;128061440;128061440;543584;543584;168628224;168628224;154640384;154640384;1010655232;2,20003E+12;True;Idle;128061440;128061440;00:00:12.9062500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:01:58.6875000;00:01:45.7812500;989286400;2,20001E+12;False;;;;25444352;25444352;;
chrome;3;327;2,19994E+12;6066176;65134592;36424;C:\Program Files (x86)\Google\Chrome\Application\chrome.exe;Google Inc.;4,53125;57.0.2987.133;57.0.2987.133;Google Chrome;Google Chrome;Process;8;;False;;2756;Microsoft.Win32.SafeHandles.SafeProcessHandle;327;8664;.;0;;System.Diagnostics.ProcessModule (chrome.exe);1413120;204800;System.Diagnostics.ProcessModuleCollection;36424;36424;65134592;65134592;563400;563400;86798336;86798336;95498240;95498240;926547968;2,19995E+12;True;Normal;65134592;65134592;00:00:01.0312500;chrome;15;True;3;System.Diagnostics.ProcessStartInfo;26/04/2017 10:39;;System.Diagnostics.ProcessThreadCollection;00:00:04.5312500;00:00:03.5000000;920256512;2,19994E+12;False;;;;6066176;6066176;;
